uid,length,positive,negative,anger,disgust,fear,sadness,surprise,good,happy
5981249923,7,0,0,0,0,0,0,0,0,0
5983063284,2818,361,220,21,173,6,269,23,5,87
5984398788,95,0,0,0,0,0,0,0,0,0
5986053647,100,0,0,0,0,0,0,0,0,0
5986222143,208,0,0,0,0,0,0,0,0,0
5986224439,5142,852,437,0,318,44,628,91,18,206
5988364306,106,0,0,0,0,0,0,0,0,0
5992402355,140,0,0,0,0,0,0,0,0,0
5993556654,298,0,0,0,0,0,0,0,0,0
5993879986,127,0,0,0,0,0,0,0,0,0
5997082441,2145,412,144,0,96,8,296,45,0,116
5997364615,94,0,0,0,0,0,0,0,0,0
6003954889,1591,230,63,0,48,5,142,10,0,88
6008488728,23,0,0,0,0,0,0,0,0,0
6012436605,1132,123,148,0,112,16,85,23,0,38
6013996302,93,0,0,0,0,0,0,0,0,0
6014623577,8,0,0,0,0,0,0,0,0,0
6015653652,233,0,0,0,0,0,0,0,0,0
6015990783,44,0,0,0,0,0,0,0,0,0
6016028351,45,0,0,0,0,0,0,0,0,0
6016036575,1078,172,115,0,80,5,110,30,3,59
6016592749,392,0,0,0,0,0,0,0,0,0
6016747828,173,0,0,0,0,0,0,0,0,0
6026857552,79,0,0,0,0,0,0,0,0,0
6028272753,2116,462,159,5,90,15,348,57,8,106
6029454697,101,0,0,0,0,0,0,0,0,0
6031858320,22,0,0,0,0,0,0,0,0,0
6033494647,564,0,0,0,0,0,0,0,0,0
6035559853,1156,0,0,0,0,0,0,0,0,0
6037105784,2355,400,178,0,120,12,268,49,0,132
6037110986,7622,1109,365,5,250,35,708,81,13,388
6039155220,1346,0,0,0,0,0,0,0,0,0
6039472325,109,0,0,0,0,0,0,0,0,0
6041672464,271,0,0,0,0,0,0,0,0,0
6042501153,3593,437,239,14,117,28,307,85,19,111
6048052683,42,0,0,0,0,0,0,0,0,0
6049842997,189,0,0,0,0,0,0,0,0,0
6051477567,181,0,0,0,0,0,0,0,0,0
6053131564,477,169,11,0,6,5,134,0,0,38
6053954475,2733,0,0,0,0,0,0,0,0,0
6055424820,76,0,0,0,0,0,0,0,0,0
6055751818,137,0,0,0,0,0,0,0,0,0
6055931641,119,0,0,0,0,0,0,0,0,0
6056248608,284,0,0,0,0,0,0,0,0,0
6056384139,244,0,0,0,0,0,0,0,0,0
6056596476,763,0,0,0,0,0,0,0,0,0
6060178454,23,0,0,0,0,0,0,0,0,0
6062527613,57,0,0,0,0,0,0,0,0,0
6065303970,1485,273,168,0,94,8,166,81,9,98
6065886223,221,0,0,0,0,0,0,0,0,0
6068281803,153,0,0,0,0,0,0,0,0,0
6081005391,490,0,0,0,0,0,0,0,0,0
6082001771,5293,1132,470,8,316,36,710,115,25,398
6085406660,1288,101,53,0,26,0,57,27,13,31
6087603218,187,0,0,0,0,0,0,0,0,0
6088348388,480,0,0,0,0,0,0,0,0,0
6088480472,49,0,0,0,0,0,0,0,0,0
6104891668,382,0,0,0,0,0,0,0,0,0
6108004552,634,70,9,0,6,0,30,3,0,40
6109687580,552,0,0,0,0,0,0,0,0,0
6112695345,3271,747,337,5,217,10,557,105,5,185
6112846090,91,0,0,0,0,0,0,0,0,0
6118380855,404,78,58,0,48,10,64,0,0,14
6118693330,90,0,0,0,0,0,0,0,0,0
6119570121,1,0,0,0,0,0,0,0,0,0
6120472500,609,0,0,0,0,0,0,0,0,0
6123728854,2653,487,86,0,59,14,354,19,15,118
6128264030,308,0,0,0,0,0,0,0,0,0
6128775106,398,0,0,0,0,0,0,0,0,0
6131507289,1040,183,108,0,86,3,112,19,0,71
6135048712,4028,974,379,0,267,26,547,86,5,422
6138201406,76,0,0,0,0,0,0,0,0,0
6138408569,188,0,0,0,0,0,0,0,0,0
6160896645,393,58,20,0,9,0,36,11,0,22
6165916682,2,0,0,0,0,0,0,0,0,0
6166951114,220,0,0,0,0,0,0,0,0,0
6167939889,147,0,0,0,0,0,0,0,0,0
6188761029,46,0,0,0,0,0,0,0,0,0
6189510768,159,0,0,0,0,0,0,0,0,0
6190897620,38,0,0,0,0,0,0,0,0,0
6193655196,126,0,0,0,0,0,0,0,0,0
6196202904,5692,1092,343,5,225,30,711,92,17,365
6198331532,526,122,59,0,44,0,87,15,5,30
6202713027,10,0,0,0,0,0,0,0,0,0
6204582046,56,0,0,0,0,0,0,0,0,0
6205441585,125,0,0,0,0,0,0,0,0,0
6205881105,1803,437,65,0,41,3,355,21,5,77
6207208596,684,0,0,0,0,0,0,0,0,0
6212993303,455,132,26,0,21,0,115,5,0,17
6222958256,16,0,0,0,0,0,0,0,0,0
6228367391,283,0,0,0,0,0,0,0,0,0
6228936179,149,0,0,0,0,0,0,0,0,0
6229317578,10889,2462,1454,38,974,93,1905,352,54,510
6240422638,184,0,0,0,0,0,0,0,0,0
6250063925,497,0,0,0,0,0,0,0,0,0
6253229614,155,0,0,0,0,0,0,0,0,0
6257490772,638,0,0,0,0,0,0,0,0,0
6261853540,4576,826,216,10,115,6,628,85,10,191
6263240667,512,0,0,0,0,0,0,0,0,0
6264751086,1053,343,61,0,48,7,195,6,0,148
6266690843,370,0,0,0,0,0,0,0,0,0
6268556136,7398,1087,381,10,238,36,698,97,25,364
6273157023,1073,268,29,0,13,18,201,8,5,62
6273169470,145,0,0,0,0,0,0,0,0,0
6273348845,1312,248,145,0,86,22,130,40,23,95
6275310442,3222,646,233,0,164,21,377,48,18,252
6275337760,5775,751,520,12,333,50,560,131,24,167
6275878516,2245,386,245,10,170,34,284,34,31,71
6279018440,2157,287,132,7,75,17,212,33,5,70
6280623827,219,0,0,0,0,0,0,0,0,0
6284021444,34,0,0,0,0,0,0,0,0,0
6285470203,3578,782,176,0,114,15,591,62,0,194
6289082953,3777,469,325,0,203,41,346,88,5,118
6289465016,40,0,0,0,0,0,0,0,0,0
6291398593,85,0,0,0,0,0,0,0,0,0
6292815183,5609,840,400,0,286,36,619,78,15,206
6294218576,9836,1897,556,3,402,33,1254,118,35,614
6294667818,6426,0,0,0,0,0,0,0,0,0
6294895976,779,0,0,0,0,0,0,0,0,0
6296603912,71,0,0,0,0,0,0,0,0,0
6303263176,62,0,0,0,0,0,0,0,0,0
6303375973,437,0,0,0,0,0,0,0,0,0
6310738566,1288,169,62,0,33,5,85,24,0,87
6311192777,61,0,0,0,0,0,0,0,0,0
6314479132,179,0,0,0,0,0,0,0,0,0
6315077148,6,0,0,0,0,0,0,0,0,0
6316111952,70,0,0,0,0,0,0,0,0,0
6316533682,157,0,0,0,0,0,0,0,0,0
6316786740,185,0,0,0,0,0,0,0,0,0
6319395707,363,0,0,0,0,0,0,0,0,0
6319632108,2074,180,183,12,105,17,84,52,0,96
6321709347,89,0,0,0,0,0,0,0,0,0
6322076387,85,0,0,0,0,0,0,0,0,0
6322085910,813,151,49,0,30,0,108,19,0,43
6322198528,5025,0,0,0,0,0,0,0,0,0
6323963462,97,0,0,0,0,0,0,0,0,0
6324341047,47,0,0,0,0,0,0,0,0,0
6325041836,2970,526,250,0,174,9,408,76,5,113
6326095752,419,0,0,0,0,0,0,0,0,0
6326406909,998,161,93,0,70,3,78,20,10,73
6328591432,301,0,0,0,0,0,0,0,0,0
6331040057,617,108,57,0,47,0,60,10,5,43
6333687803,3007,713,341,9,226,29,468,80,20,225
6335353472,855,0,0,0,0,0,0,0,0,0
6336575519,171,0,0,0,0,0,0,0,0,0
6336738004,41,0,0,0,0,0,0,0,0,0
6336775600,157,0,0,0,0,0,0,0,0,0
6339418137,1005,128,54,0,44,5,67,10,5,56
6339975245,134,0,0,0,0,0,0,0,0,0
6341906408,58,0,0,0,0,0,0,0,0,0
6346292912,126,0,0,0,0,0,0,0,0,0
6346717993,9354,1508,745,5,527,103,1178,118,10,323
6351893808,220,0,0,0,0,0,0,0,0,0
6357893261,63,0,0,0,0,0,0,0,0,0
6360149692,71,0,0,0,0,0,0,0,0,0
6362634911,1793,266,153,0,140,3,150,10,0,116
6369289684,1041,240,148,5,92,20,196,31,0,47
6372036991,2712,409,339,3,239,15,239,82,13,157
6372622979,74,0,0,0,0,0,0,0,0,0
6375586179,453,83,60,0,40,5,65,15,8,10
6376837248,311,0,0,0,0,0,0,0,0,0
6379695734,1913,386,157,1,82,58,283,16,20,83
6380265488,2721,546,219,0,129,50,385,70,10,157
6381090469,125,0,0,0,0,0,0,0,0,0
6386799106,440,0,0,0,0,0,0,0,0,0
6387304275,3703,776,284,0,186,14,514,84,15,247
6394463889,2984,601,242,0,163,8,282,77,0,322
6396931070,948,247,88,0,45,0,197,43,14,36
6399763391,981,285,89,3,62,9,213,15,5,67
6400201860,146,0,0,0,0,0,0,0,0,0
6401295871,383,0,0,0,0,0,0,0,0,0
6401736502,112,0,0,0,0,0,0,0,0,0
6403339285,307,0,0,0,0,0,0,0,0,0
6405267090,2754,608,298,17,174,13,451,99,10,147
6408481076,88,0,0,0,0,0,0,0,0,0
6410982160,2286,324,106,7,67,10,229,27,5,90
6413376557,510,0,0,0,0,0,0,0,0,0
6414380473,79,0,0,0,0,0,0,0,0,0
6414629845,24633,5037,370,6,275,45,4435,44,39,566
6424006844,415,0,0,0,0,0,0,0,0,0
6426826684,458,0,0,0,0,0,0,0,0,0
6431352005,2756,527,214,0,107,16,321,96,10,196
6432440378,43,0,0,0,0,0,0,0,0,0
6435689265,224,0,0,0,0,0,0,0,0,0
6435895314,57,0,0,0,0,0,0,0,0,0
6436189982,679,0,0,0,0,0,0,0,0,0
6438804635,95,0,0,0,0,0,0,0,0,0
6441939738,74,0,0,0,0,0,0,0,0,0
6442750215,96,0,0,0,0,0,0,0,0,0
6445853368,137,0,0,0,0,0,0,0,0,0
6449015518,76,0,0,0,0,0,0,0,0,0
6449362306,3126,606,214,12,136,39,384,32,8,218
6450765445,41,0,0,0,0,0,0,0,0,0
6452541845,188,11,14,0,14,0,3,0,0,8
6452622403,2574,420,133,0,98,9,349,34,12,59
6459652289,392,0,0,0,0,0,0,0,0,0
6460729368,69,0,0,0,0,0,0,0,0,0
6461165718,386,0,0,0,0,0,0,0,0,0
6466121254,637,67,72,0,35,10,59,27,0,8
6472184869,88,0,0,0,0,0,0,0,0,0
6473291265,181,0,0,0,0,0,0,0,0,0
6474347838,104,0,0,0,0,0,0,0,0,0
6475448940,297,0,0,0,0,0,0,0,0,0
6477472719,12,0,0,0,0,0,0,0,0,0
6478052235,59,0,0,0,0,0,0,0,0,0
6479013621,2803,546,251,3,143,31,359,77,20,170
6479455622,7,0,0,0,0,0,0,0,0,0
6481252740,260,0,0,0,0,0,0,0,0,0
6482325664,44,0,0,0,0,0,0,0,0,0
6482332967,6,0,0,0,0,0,0,0,0,0
6483641556,385,0,0,0,0,0,0,0,0,0
6491428429,4131,707,223,0,184,17,495,22,37,181
6493099173,593,0,0,0,0,0,0,0,0,0
6495175759,132,0,0,0,0,0,0,0,0,0
6495721140,1313,213,109,5,77,9,169,18,0,44
6501963274,295,0,0,0,0,0,0,0,0,0
6504971389,6,0,0,0,0,0,0,0,0,0
6505152640,493,0,0,0,0,0,0,0,0,0
6505178873,116,0,0,0,0,0,0,0,0,0
6513994129,32,0,0,0,0,0,0,0,0,0
6517953862,1911,787,115,0,68,7,416,40,21,350
6520756227,248,0,0,0,0,0,0,0,0,0
6527766576,694,0,0,0,0,0,0,0,0,0
6528359797,2810,445,116,7,84,17,268,8,30,147
6532247263,424,0,0,0,0,0,0,0,0,0
6542164064,581,0,0,0,0,0,0,0,0,0
6542885780,289,0,0,0,0,0,0,0,0,0
6554129971,537,0,0,0,0,0,0,0,0,0
6559679402,289,0,0,0,0,0,0,0,0,0
6570739341,2320,485,317,0,202,30,345,102,5,135
6573663304,73,0,0,0,0,0,0,0,0,0
6577364883,2363,412,173,7,109,8,278,49,5,129
6577941144,1238,0,0,0,0,0,0,0,0,0
6579114934,79,0,0,0,0,0,0,0,0,0
6580586441,84,0,0,0,0,0,0,0,0,0
6587152080,279,0,0,0,0,0,0,0,0,0
6587732901,102,0,0,0,0,0,0,0,0,0
6588005531,1033,166,77,0,56,5,81,19,10,75
6588559821,61,0,0,0,0,0,0,0,0,0
6589748050,2219,0,0,0,0,0,0,0,0,0
6589865376,147,0,0,0,0,0,0,0,0,0
6592000279,746,147,40,0,25,7,115,8,0,32
6599620846,275,0,0,0,0,0,0,0,0,0
6600990813,152,0,0,0,0,0,0,0,0,0
6601339234,419,0,0,0,0,0,0,0,0,0
6601621406,615,119,50,0,44,0,90,6,0,29
6602557813,47,0,0,0,0,0,0,0,0,0
6606585440,52,0,0,0,0,0,0,0,0,0
6612075889,15414,3203,1055,22,665,109,2294,280,87,825
6612814761,217,0,0,0,0,0,0,0,0,0
6616566261,310,0,0,0,0,0,0,0,0,0
6618433962,2729,0,0,0,0,0,0,0,0,0
6619051160,6889,1451,670,22,495,29,834,136,14,603
6620275667,324,0,0,0,0,0,0,0,0,0
6623811582,1221,305,82,0,72,0,182,10,0,126
6630535479,8204,1326,1090,28,773,53,966,250,60,306
6631138494,383,0,0,0,0,0,0,0,0,0
6631181985,110,0,0,0,0,0,0,0,0,0
6640637871,381,0,0,0,0,0,0,0,0,0
6658732868,109,0,0,0,0,0,0,0,0,0
6668059999,1557,395,146,0,103,12,250,34,0,145
6669371608,122,0,0,0,0,0,0,0,0,0
6671657953,91,0,0,0,0,0,0,0,0,0
6673312488,987,0,0,0,0,0,0,0,0,0
6682017864,19,0,0,0,0,0,0,0,0,0
6694102889,13742,2099,629,0,409,46,1578,174,39,489
6709083088,359,0,0,0,0,0,0,0,0,0
6710582710,218,0,0,0,0,0,0,0,0,0
6729051807,193,0,0,0,0,0,0,0,0,0
6733523438,2062,272,67,7,42,0,169,18,0,103
6739629821,48863,11141,3076,29,2236,210,8932,624,141,2079
6741401401,122,0,0,0,0,0,0,0,0,0
6749672658,332,0,0,0,0,0,0,0,0,0
6753487837,451,0,0,0,0,0,0,0,0,0
6756547002,3082,466,293,3,251,15,329,35,5,135
6764942518,1642,245,116,0,96,5,200,15,5,40
6774532028,1383,276,125,0,88,13,211,29,0,65
6775203978,119,0,0,0,0,0,0,0,0,0
6786215344,205,0,0,0,0,0,0,0,0,0
6795298431,504,0,0,0,0,0,0,0,0,0
6800655854,197,0,0,0,0,0,0,0,0,0
6808098100,352,0,0,0,0,0,0,0,0,0
6811553296,135,0,0,0,0,0,0,0,0,0
6816044960,562,0,0,0,0,0,0,0,0,0
6816711535,2090,0,0,0,0,0,0,0,0,0
6853674773,177,0,0,0,0,0,0,0,0,0
6861040420,631,0,0,0,0,0,0,0,0,0
6867576503,46,0,0,0,0,0,0,0,0,0
6869012948,132,0,0,0,0,0,0,0,0,0
6881640248,86,0,0,0,0,0,0,0,0,0
6884916198,261,0,0,0,0,0,0,0,0,0
6890270489,324,0,0,0,0,0,0,0,0,0
6893911487,117,0,0,0,0,0,0,0,0,0
6896423093,140,0,0,0,0,0,0,0,0,0
6906649986,151,0,0,0,0,0,0,0,0,0
6911252872,4396,1302,411,9,233,30,946,149,26,335
6925264177,219,0,0,0,0,0,0,0,0,0
6929217558,98,0,0,0,0,0,0,0,0,0
6932198275,13,0,0,0,0,0,0,0,0,0
6934773874,5528,1142,659,9,486,27,649,142,15,478
6973285789,213,0,0,0,0,0,0,0,0,0
6976032477,95,0,0,0,0,0,0,0,0,0
6979239976,5406,1046,583,7,356,30,846,203,20,187
6982969289,893,0,0,0,0,0,0,0,0,0
6985053180,299,0,0,0,0,0,0,0,0,0
6988173801,126,0,0,0,0,0,0,0,0,0
6989422889,660,0,0,0,0,0,0,0,0,0
6991182262,33,0,0,0,0,0,0,0,0,0
6994289377,5905,1137,506,3,353,27,803,137,24,311
6999405456,136,0,0,0,0,0,0,0,0,0
7003101589,929,0,0,0,0,0,0,0,0,0
7012892017,117,0,0,0,0,0,0,0,0,0
7020620424,6599,1226,656,5,473,22,739,156,42,445
7021178665,1397,0,0,0,0,0,0,0,0,0
7034730429,69,0,0,0,0,0,0,0,0,0
7036430394,195,0,0,0,0,0,0,0,0,0
7043108719,65,0,0,0,0,0,0,0,0,0
7043629426,706,0,0,0,0,0,0,0,0,0
7048098928,92,0,0,0,0,0,0,0,0,0
7049611098,98,0,0,0,0,0,0,0,0,0
7062331681,38,0,0,0,0,0,0,0,0,0
7067658123,4344,776,315,1,203,23,389,88,44,346
7070075243,70,0,0,0,0,0,0,0,0,0
7070122894,157,0,0,0,0,0,0,0,0,0
7074806544,244,0,0,0,0,0,0,0,0,0
7087364485,131,0,0,0,0,0,0,0,0,0
7098468475,188,0,0,0,0,0,0,0,0,0
7103536971,451,85,23,0,16,7,38,0,0,47
7112700951,274,0,0,0,0,0,0,0,0,0
7112800948,31,0,0,0,0,0,0,0,0,0
7131513068,128,0,0,0,0,0,0,0,0,0
7152964396,381,0,0,0,0,0,0,0,0,0
7157867102,64,0,0,0,0,0,0,0,0,0
7161781175,81,0,0,0,0,0,0,0,0,0
7180847710,152,0,0,0,0,0,0,0,0,0
7184236165,96,0,0,0,0,0,0,0,0,0
7185410982,4449,975,467,9,351,19,709,96,3,263
7187388294,208,0,0,0,0,0,0,0,0,0
7190749958,301,0,0,0,0,0,0,0,0,0
7195486385,163,0,0,0,0,0,0,0,0,0
7196506327,109,0,0,0,0,0,0,0,0,0
7197208323,471,0,0,0,0,0,0,0,0,0
7203734164,594,0,0,0,0,0,0,0,0,0
7208070483,73,0,0,0,0,0,0,0,0,0
7211029002,168,0,0,0,0,0,0,0,0,0
7213181726,1428,169,136,0,112,7,107,20,0,62
7213260346,371,0,0,0,0,0,0,0,0,0
7213960943,62,0,0,0,0,0,0,0,0,0
7232319142,126,0,0,0,0,0,0,0,0,0
7233807745,89,0,0,0,0,0,0,0,0,0
7233929169,83,0,0,0,0,0,0,0,0,0
7237165682,20,0,0,0,0,0,0,0,0,0
7243134963,79,0,0,0,0,0,0,0,0,0
7244316392,263,0,0,0,0,0,0,0,0,0
7250130372,161,0,0,0,0,0,0,0,0,0
7253864960,261,0,0,0,0,0,0,0,0,0
7257602924,6404,1337,678,15,538,56,933,86,35,369
7260036850,86,0,0,0,0,0,0,0,0,0
7263618883,1126,127,64,5,51,0,87,8,0,40
7263659824,41,0,0,0,0,0,0,0,0,0
7265031722,72,0,0,0,0,0,0,0,0,0
7267505107,59,0,0,0,0,0,0,0,0,0
7270500327,120,0,0,0,0,0,0,0,0,0
7271823350,42,0,0,0,0,0,0,0,0,0
7272843333,2658,351,157,0,108,10,224,39,9,118
7273862873,32,0,0,0,0,0,0,0,0,0
7275339382,16,0,0,0,0,0,0,0,0,0
7276088099,80,0,0,0,0,0,0,0,0,0
7278985091,103,0,0,0,0,0,0,0,0,0
7288944560,183,0,0,0,0,0,0,0,0,0
7291146483,88,0,0,0,0,0,0,0,0,0
7291939622,122,0,0,0,0,0,0,0,0,0
7292080862,149,0,0,0,0,0,0,0,0,0
7295611181,82,0,0,0,0,0,0,0,0,0
7295941778,549,0,0,0,0,0,0,0,0,0
7298651536,330,0,0,0,0,0,0,0,0,0
7303014787,83,0,0,0,0,0,0,0,0,0
7309838245,340,0,0,0,0,0,0,0,0,0
7309843436,99,0,0,0,0,0,0,0,0,0
7311105397,798,0,0,0,0,0,0,0,0,0
7311548960,368,0,0,0,0,0,0,0,0,0
7312142395,185,0,0,0,0,0,0,0,0,0
7315010569,1694,410,268,19,134,21,290,102,15,111
7315562830,80,0,0,0,0,0,0,0,0,0
7319112712,98,0,0,0,0,0,0,0,0,0
7327147411,728,0,0,0,0,0,0,0,0,0
7332752363,77,0,0,0,0,0,0,0,0,0
7340227139,105,0,0,0,0,0,0,0,0,0
7344300519,44,0,0,0,0,0,0,0,0,0
7345057369,15200,1582,959,22,696,60,1055,194,15,512
7347287084,28,0,0,0,0,0,0,0,0,0
7353515104,559,0,0,0,0,0,0,0,0,0
7358844129,219,0,0,0,0,0,0,0,0,0
7360392627,268,0,0,0,0,0,0,0,0,0
7362260028,857,0,0,0,0,0,0,0,0,0
7362323016,9790,1783,631,0,456,45,1421,130,23,360
7369593632,153,0,0,0,0,0,0,0,0,0
7370735471,263,0,0,0,0,0,0,0,0,0
7375008020,744,0,0,0,0,0,0,0,0,0
7387572976,27,0,0,0,0,0,0,0,0,0
7388205314,168,0,0,0,0,0,0,0,0,0
7390860952,345,0,0,0,0,0,0,0,0,0
7391640165,1120,311,44,0,25,5,248,14,5,58
7397162334,178,0,0,0,0,0,0,0,0,0
7399958115,1176,0,0,0,0,0,0,0,0,0
7400561059,105,0,0,0,0,0,0,0,0,0
7401448497,900,0,0,0,0,0,0,0,0,0
7402921225,35,0,0,0,0,0,0,0,0,0
7403863600,116,0,0,0,0,0,0,0,0,0
7407630237,320,0,0,0,0,0,0,0,0,0
7407734770,1875,343,131,0,76,28,253,32,0,90
7414072861,652,0,0,0,0,0,0,0,0,0
7414698657,19,0,0,0,0,0,0,0,0,0
7415187545,131,0,0,0,0,0,0,0,0,0
7415212752,440,0,0,0,0,0,0,0,0,0
7416014183,142,0,0,0,0,0,0,0,0,0
7421816782,289,0,0,0,0,0,0,0,0,0
7435343643,649,0,0,0,0,0,0,0,0,0
7435415699,607,0,0,0,0,0,0,0,0,0
7435463889,1400,305,135,0,68,5,214,73,5,86
7441510268,114,0,0,0,0,0,0,0,0,0
7449616955,48,0,0,0,0,0,0,0,0,0
7455380068,282,0,0,0,0,0,0,0,0,0
7455475587,2033,830,133,0,98,10,695,25,24,111
7467495596,63,0,0,0,0,0,0,0,0,0
7469020322,579,0,0,0,0,0,0,0,0,0
7470080567,264,0,0,0,0,0,0,0,0,0
7476554956,863,0,0,0,0,0,0,0,0,0
7478706527,28,0,0,0,0,0,0,0,0,0
7479224183,53,0,0,0,0,0,0,0,0,0
7483430227,189,0,0,0,0,0,0,0,0,0
7489884322,25,0,0,0,0,0,0,0,0,0
7491221311,155,0,0,0,0,0,0,0,0,0
7495632236,205,0,0,0,0,0,0,0,0,0
7497939030,508,0,0,0,0,0,0,0,0,0
7506818793,222,0,0,0,0,0,0,0,0,0
7510982080,244,0,0,0,0,0,0,0,0,0
7513621680,418,0,0,0,0,0,0,0,0,0
7516085017,426,0,0,0,0,0,0,0,0,0
7527305425,365,0,0,0,0,0,0,0,0,0
7536244107,756,0,0,0,0,0,0,0,0,0
7537925372,1158,165,170,0,123,7,115,43,10,40
7542174619,299,0,0,0,0,0,0,0,0,0
7549355573,204,0,0,0,0,0,0,0,0,0
7552641853,109,0,0,0,0,0,0,0,0,0
7555467871,226,0,0,0,0,0,0,0,0,0
7558856597,1693,250,91,0,74,6,173,11,0,77
7562156808,213,0,0,0,0,0,0,0,0,0
7566403736,129,0,0,0,0,0,0,0,0,0
7577089471,211,0,0,0,0,0,0,0,0,0
7577194813,225,0,0,0,0,0,0,0,0,0
7580946740,189,0,0,0,0,0,0,0,0,0
7596620342,622,0,0,0,0,0,0,0,0,0
7601518468,218,0,0,0,0,0,0,0,0,0
7623115179,338,0,0,0,0,0,0,0,0,0
7625138670,11,0,0,0,0,0,0,0,0,0
7625614433,37,0,0,0,0,0,0,0,0,0
7626180178,4864,1397,325,0,248,20,1176,57,18,203
7636804942,474,0,0,0,0,0,0,0,0,0
7638840626,294,0,0,0,0,0,0,0,0,0
7649177816,106,0,0,0,0,0,0,0,0,0
7649804967,168,0,0,0,0,0,0,0,0,0
7677435428,124,0,0,0,0,0,0,0,0,0
7682654624,2588,616,430,7,316,13,458,97,5,153
7683269408,32,0,0,0,0,0,0,0,0,0
7692261145,86,0,0,0,0,0,0,0,0,0
7710424676,170,0,0,0,0,0,0,0,0,0
7712299533,119,0,0,0,0,0,0,0,0,0
7719830676,92,0,0,0,0,0,0,0,0,0
7721433770,533,0,0,0,0,0,0,0,0,0
7724291390,263,0,0,0,0,0,0,0,0,0
7733901720,132,0,0,0,0,0,0,0,0,0
7736764980,288,0,0,0,0,0,0,0,0,0
7737107620,136,0,0,0,0,0,0,0,0,0
7739819651,112,0,0,0,0,0,0,0,0,0
7741426283,14,0,0,0,0,0,0,0,0,0
7741560946,133,0,0,0,0,0,0,0,0,0
7747210324,162,4,37,0,30,0,1,7,0,3
7749172499,296,0,0,0,0,0,0,0,0,0
7749692209,3422,523,478,0,329,42,369,110,5,163
7751572783,4,0,0,0,0,0,0,0,0,0
7763652035,41,0,0,0,0,0,0,0,0,0
7763909508,127,0,0,0,0,0,0,0,0,0
7769554787,145,0,0,0,0,0,0,0,0,0
7775912308,3166,0,0,0,0,0,0,0,0,0
7781928428,161,0,0,0,0,0,0,0,0,0
7782211116,44,0,0,0,0,0,0,0,0,0
7786617167,58,0,0,0,0,0,0,0,0,0
7787936484,122,0,0,0,0,0,0,0,0,0
7788495626,120,0,0,0,0,0,0,0,0,0
7793602638,118,0,0,0,0,0,0,0,0,0
7799689600,328,0,0,0,0,0,0,0,0,0
7804545439,94,0,0,0,0,0,0,0,0,0
7804930135,28253,3650,2360,15,1584,110,2747,654,137,769
7809137197,414,0,0,0,0,0,0,0,0,0
7819072046,2371,391,262,0,188,20,271,60,6,114
